nombre,categoria,cocina,comuna,barrio,lat,long,geometry
PSICOSIS,BAR,MINUTAS,Comuna 3,Balvanera,-34.611724185984,-58.4114859069926,POINT (-58.4114859069926 -34.611724185984)
PTO. DEL CARMEN,CONFITERIA,MINUTAS,Comuna 1,San Nicolas,-34.5988297979554,-58.3759372730182,POINT (-58.3759372730182 -34.5988297979554)
PUBLICO,RESTAURANTE,MEDITERRANEA,Comuna 14,Palermo,-34.5890735835703,-58.4317990500695,POINT (-58.4317990500695 -34.5890735835703)
PUENTE DE PIEDRA,RESTAURANTE,TRADICIONAL,Comuna 6,Caballito,-34.6228399895407,-58.4327499601858,POINT (-58.4327499601858 -34.6228399895407)
PUERTA DEL SOL,RESTAURANTE,MINUTAS,Comuna 6,Caballito,-34.6208386364711,-58.4409551481902,POINT (-58.4409551481902 -34.6208386364711)
PUERTO CRISTAL,RESTAURANTE,INTERNACIONAL,Comuna 1,Puerto Madero,-34.6098695557035,-58.3663375194134,POINT (-58.3663375194134 -34.6098695557035)
PUERTO DESEADO,RESTAURANTE,PARRILLA,Comuna 10,Velez Sarsfield,-34.6299905703478,-58.4874299744657,POINT (-58.4874299744657 -34.6299905703478)
PUERTO LEYENDA,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6084607068213,-58.3823338978795,POINT (-58.3823338978795 -34.6084607068213)
PUERTO LUNA,RESTAURANTE,MINUTAS,Comuna 1,San Telmo,-34.6192443249684,-58.3670219552882,POINT (-58.3670219552882 -34.6192443249684)
PUERTO VIEJO,RESTAURANTE,PARRILLA,Comuna 4,Boca,-34.6410050416381,-58.3610621603016,POINT (-58.3610621603016 -34.6410050416381)
PULPERIA AL 900,RESTAURANTE,TRADICIONAL,Comuna 13,Belgrano,-34.5644418314696,-58.4614533952731,POINT (-58.4614533952731 -34.5644418314696)
PULPERIA LA ARGENTINA,BAR,MINUTAS,Comuna 4,Boca,-34.6392980409215,-58.3638658197446,POINT (-58.3638658197446 -34.6392980409215)
PulperAfAa QuilapAfA!n,RESTAURANTE,DE AUTOR,Comuna 1,San Telmo,-34.6235730535142,-58.3710976581395,POINT (-58.3710976581395 -34.6235730535142)
PUNTA CANA,RESTAURANTE,INTERNACIONAL,Comuna 9,Mataderos,-34.6477781049113,-58.5062982414702,POINT (-58.5062982414702 -34.6477781049113)
PUNTA CUORE,RESTAURANTE,MINUTAS,Comuna 1,Monserrat,-34.6138063164904,-58.3902706272722,POINT (-58.3902706272722 -34.6138063164904)
PUNTA CUORE,RESTAURANTE,MINUTAS,Comuna 5,Almagro,-34.6027934524343,-58.4239264654108,POINT (-58.4239264654108 -34.6027934524343)
PUNTA NAON,BAR,PIZZERIA,Comuna 9,Mataderos,-34.6544055653504,-58.5205236890827,POINT (-58.5205236890827 -34.6544055653504)
PUNTA SERENA,RESTAURANTE,TRADICIONAL,Comuna 1,San Nicolas,-34.5996896808015,-58.3896054767832,POINT (-58.3896054767832 -34.5996896808015)
PUNTA Y TACO,RESTAURANTE,MINUTAS,Comuna 7,Flores,-34.6311084421568,-58.4715253216393,POINT (-58.4715253216393 -34.6311084421568)
PUNTO OBLIGADO,RESTAURANTE,MINUTAS,Comuna 13,NuAfA+-ez,-34.5469100210872,-58.4680741155038,POINT (-58.4680741155038 -34.5469100210872)
PUNTO SUR,CAFE,MINUTAS,Comuna 14,Palermo,-34.5888825319584,-58.4160368194508,POINT (-58.4160368194508 -34.5888825319584)
PYKO'S BAR,CAFE,SANDWICHERIA,Comuna 13,NuAfA+-ez,-34.5366297198632,-58.4665048820217,POINT (-58.4665048820217 -34.5366297198632)
PYZZADELICA,CAFE,PIZZERIA,Comuna 14,Palermo,-34.5725490211856,-58.4302006953575,POINT (-58.4302006953575 -34.5725490211856)
Q' RICO,RESTAURANTE,BOLIVIANA,Comuna 7,Parque Chacabuco,-34.6435058748831,-58.4414609528908,POINT (-58.4414609528908 -34.6435058748831)
QUENTIN,RESTAURANTE,TRADICIONAL,Comuna 14,Palermo,-34.5715851493784,-58.4320523273274,POINT (-58.4320523273274 -34.5715851493784)
QUENTIN,RESTAURANTE,INTERNACIONAL,Comuna 14,Palermo,-34.5824716734272,-58.4422393316866,POINT (-58.4422393316866 -34.5824716734272)
QUE SE YO,CAFE,MINUTAS,Comuna 1,San Nicolas,-34.606247863065,-58.3920501593852,POINT (-58.3920501593852 -34.606247863065)
QUESO Y CRUDO,RESTAURANTE,MEDITERRANEA,Comuna 2,Recoleta,-34.5953683242688,-58.3919595862184,POINT (-58.3919595862184 -34.5953683242688)
QUE TUL...,RESTAURANTE,PARRILLA,Comuna 15,Villa Crespo,-34.5971480240399,-58.4457832815979,POINT (-58.4457832815979 -34.5971480240399)
QUICK,BAR,PIZZERIA,Comuna 9,Mataderos,-34.6462799580424,-58.5031046218108,POINT (-58.5031046218108 -34.6462799580424)
QUIJOTE PIZZA CAFE,RESTAURANTE,PIZZERIA,Comuna 1,Monserrat,-34.6090314428863,-58.3822347325982,POINT (-58.3822347325982 -34.6090314428863)
QUINCY,RESTAURANTE,PIZZERIA,Comuna 13,Belgrano,-34.5616022163406,-58.4572304243804,POINT (-58.4572304243804 -34.5616022163406)
QUINTA AVENIDA II,CAFE,MINUTAS,Comuna 1,San Nicolas,-34.6043190331108,-58.3794541647546,POINT (-58.3794541647546 -34.6043190331108)
QUINTITOS CAFE,CAFE,MINUTAS,Comuna 7,Flores,-34.6282947071544,-58.4659097376083,POINT (-58.4659097376083 -34.6282947071544)
QUITAPENAS,CAFE,MINUTAS,Comuna 3,Balvanera,-34.6177077783646,-58.4093421421084,POINT (-58.4093421421084 -34.6177077783646)
QUORUM,CAFE,TENEDOR LIBRE,Comuna 3,Balvanera,-34.6100748310696,-58.393399898886,POINT (-58.393399898886 -34.6100748310696)
RABBIT,RESTAURANTE,FAST FOOD,Comuna 1,San Nicolas,-34.6038387771738,-58.3723824484234,POINT (-58.3723824484234 -34.6038387771738)
RABELAIS,RESTAURANTE,FRANCESA,Comuna 1,Retiro,-34.5924962191046,-58.3843691246466,POINT (-58.3843691246466 -34.5924962191046)
RABELAIS,RESTAURANTE,FRANCESA,Comuna 2,Recoleta,-34.5844014142389,-58.3924437661122,POINT (-58.3924437661122 -34.5844014142389)
RAGNAR,RESTAURANTE,MINUTAS,Comuna 3,Balvanera,-34.6020164221324,-58.393983001362,POINT (-58.393983001362 -34.6020164221324)
RAMIRO,RESTAURANTE,ITALIANA,Comuna 1,Retiro,-34.5911361576933,-58.3872770064266,POINT (-58.3872770064266 -34.5911361576933)
RANCHO,RESTAURANTE,PIZZERIA,Comuna 9,Mataderos,-34.6584806982003,-58.5112509979131,POINT (-58.5112509979131 -34.6584806982003)
RAPSODIA,RESTAURANTE,TRADICIONAL,Comuna 13,Colegiales,-34.5730641982103,-58.4595239594891,POINT (-58.4595239594891 -34.5730641982103)
RASTRO,BAR,MINUTAS,Comuna 14,Palermo,-34.5956116630185,-58.4246004431321,POINT (-58.4246004431321 -34.5956116630185)
RAVE,BAR,INTERNACIONAL,Comuna 14,Palermo,-34.58908396475,-58.4317828893475,POINT (-58.4317828893475 -34.58908396475)
RAVELLO,RESTAURANTE,INTERNACIONAL,Comuna 14,Palermo,-34.5816938022738,-58.4395361931593,POINT (-58.4395361931593 -34.5816938022738)
RAWSON CAFE,RESTAURANTE,INTERNACIONAL,Comuna 5,Almagro,-34.5992001167047,-58.4253210983896,POINT (-58.4253210983896 -34.5992001167047)
RED,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.601090946697,-58.3766012118378,POINT (-58.3766012118378 -34.601090946697)
REGGIO,RESTAURANTE,MINUTAS,Comuna 14,Palermo,-34.5788816045184,-58.4338913832695,POINT (-58.4338913832695 -34.5788816045184)
REGIO,RESTAURANTE,MINUTAS,Comuna 14,Palermo,-34.575744680358,-58.423974235792,POINT (-58.423974235792 -34.575744680358)
RELAX,RESTAURANTE,MINUTAS,Comuna 1,Monserrat,-34.6175963981252,-58.3816250312431,POINT (-58.3816250312431 -34.6175963981252)
RENATINO RISTORANTE,RESTAURANTE,ITALIANA,Comuna 1,Puerto Madero,-34.6226822576465,-58.3651125198526,POINT (-58.3651125198526 -34.6226822576465)
REPLAY,RESTAURANTE,PARRILLA,Comuna 9,Parque Avellaneda,-34.6535581473339,-58.4739314876106,POINT (-58.4739314876106 -34.6535581473339)
RESTAURANT CASA CHINA,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6006704060864,-58.3877236679582,POINT (-58.3877236679582 -34.6006704060864)
RESTAURANT EL RINCON,RESTAURANTE,ESPAA'OLA,Comuna 2,Recoleta,-34.5889786097437,-58.3944896021305,POINT (-58.3944896021305 -34.5889786097437)
RESTAURANT VICTORIA,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6018322087903,-58.378180013605,POINT (-58.378180013605 -34.6018322087903)
RESTAURANT Y CONFITERIA DE LA PROVI,RESTAURANTE,INTERNACIONAL,Comuna 3,Balvanera,-34.6020075655971,-58.39381098855,POINT (-58.39381098855 -34.6020075655971)
RESTO,RESTAURANTE,DE AUTOR,Comuna 2,Recoleta,-34.5980013613353,-58.3897819332606,POINT (-58.3897819332606 -34.5980013613353)
RESTODANTE,RESTAURANTE,INTERNACIONAL,Comuna 14,Palermo,-34.5845289330792,-58.4357378685197,POINT (-58.4357378685197 -34.5845289330792)
RETABLO,RESTAURANTE,MINUTAS,Comuna 6,Caballito,-34.6181650979551,-58.4286855873222,POINT (-58.4286855873222 -34.6181650979551)
REY CASTRO,RESTAURANTE,CUBANA,Comuna 1,Monserrat,-34.6120026442051,-58.3747191054467,POINT (-58.3747191054467 -34.6120026442051)
REY DEL SABOR,RESTAURANTE,FAST FOOD,Comuna 1,San Nicolas,-34.6024161525638,-58.3796961286994,POINT (-58.3796961286994 -34.6024161525638)
RIALTO,RESTAURANTE,TRADICIONAL,Comuna 1,Retiro,-34.5976070349935,-58.3780199329209,POINT (-58.3780199329209 -34.5976070349935)
RIALTO II,RESTAURANTE,SANDWICHERIA,Comuna 1,San Nicolas,-34.598686093719,-58.3714969152972,POINT (-58.3714969152972 -34.598686093719)
RIATTO,CAFE,MINUTAS,Comuna 1,San Nicolas,-34.6007260222178,-58.373973678845,POINT (-58.373973678845 -34.6007260222178)
RIBERA SUR,BAR,MINUTAS,Comuna 4,Boca,-34.6370401907098,-58.3630326371557,POINT (-58.3630326371557 -34.6370401907098)
RICHARD'S,BAR,MINUTAS,Comuna 14,Palermo,-34.5872685161849,-58.4154213471674,POINT (-58.4154213471674 -34.5872685161849)
RICHMOND,RESTAURANTE,INTERNACIONAL,Comuna 3,Balvanera,-34.6021684626625,-58.3986644602558,POINT (-58.3986644602558 -34.6021684626625)
RICHMOND,CAFE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6026069056673,-58.3753042439956,POINT (-58.3753042439956 -34.6026069056673)
RIEMPE BAR,RESTAURANTE,MINUTAS,Comuna 5,Almagro,-34.6016982062004,-58.4225194995305,POINT (-58.4225194995305 -34.6016982062004)
RIGOLETTO,RESTAURANTE,ITALIANA,Comuna 2,Recoleta,-34.5942011742958,-58.3920842471978,POINT (-58.3920842471978 -34.5942011742958)
RINCON DEL PILAR,RESTAURANTE,TRADICIONAL,Comuna 9,Liniers,-34.6394556890263,-58.5236304581837,POINT (-58.5236304581837 -34.6394556890263)
RINCON SALTEAfaEUR~O,BAR,REGIONAL,Comuna 14,Palermo,-34.5801608555702,-58.4357130605526,POINT (-58.4357130605526 -34.5801608555702)
RIN Y SON SOCIAL CLUB,RESTAURANTE,CUBANA,Comuna 1,Monserrat,-34.6144596043395,-58.3831047288983,POINT (-58.3831047288983 -34.6144596043395)
RIO,CAFE,MINUTAS,Comuna 5,Almagro,-34.6039093133769,-58.431977888255,POINT (-58.431977888255 -34.6039093133769)
RIO ALBA,RESTAURANTE,TRADICIONAL,Comuna 14,Palermo,-34.5759181371736,-58.4209801261536,POINT (-58.4209801261536 -34.5759181371736)
RIO MALON,RESTAURANTE,MINUTAS,Comuna 3,Balvanera,-34.6059979037976,-58.3967466218488,POINT (-58.3967466218488 -34.6059979037976)
RIO PRIMERO,BAR,MINUTAS,Comuna 1,San Nicolas,-34.6065246266209,-58.3881221862809,POINT (-58.3881221862809 -34.6065246266209)
RISTRETTO,RESTAURANTE,SANDWICHERIA,Comuna 2,Recoleta,-34.5890886589561,-58.4098928794517,POINT (-58.4098928794517 -34.5890886589561)
RISTRETTO BAR,RESTAURANTE,MINUTAS,Comuna 1,Monserrat,-34.6155250999471,-58.3816612608151,POINT (-58.3816612608151 -34.6155250999471)
RITUAL,CAFE,TRADICIONAL,Comuna 6,Caballito,-34.6198567540881,-58.4356273085783,POINT (-58.4356273085783 -34.6198567540881)
ROBIN,BAR,TRADICIONAL,Comuna 1,San Nicolas,-34.6057896832771,-58.3709456583142,POINT (-58.3709456583142 -34.6057896832771)
ROCA,RESTAURANTE,TRADICIONAL,Comuna 1,San Nicolas,-34.6075406450255,-58.3846131075821,POINT (-58.3846131075821 -34.6075406450255)
RODIZINHO,CAFE,INTERNACIONAL,Comuna 2,Recoleta,-34.5939883885563,-58.3931991064155,POINT (-58.3931991064155 -34.5939883885563)
RODIZIO MADERO,RESTAURANTE,PARRILLA,Comuna 1,Puerto Madero,-34.6081468547751,-58.366527836548,POINT (-58.366527836548 -34.6081468547751)
ROJO INTENSO,RESTAURANTE,MINUTAS,Comuna 15,Chacarita,-34.5807460139711,-58.451221561703,POINT (-58.451221561703 -34.5807460139711)
ROJO Y NEGRO,CAFE,INTERNACIONAL,Comuna 14,Palermo,-34.5782952808357,-58.4071082519872,POINT (-58.4071082519872 -34.5782952808357)
ROLI,BAR,MINUTAS,Comuna 1,San Telmo,-34.6207289167043,-58.3743784252408,POINT (-58.3743784252408 -34.6207289167043)
ROMA,RESTAURANTE,PIZZERIA,Comuna 1,San Nicolas,-34.6024850616484,-58.3792396306164,POINT (-58.3792396306164 -34.6024850616484)
ROMARIO,RESTAURANTE,PIZZERIA,Comuna 2,Recoleta,-34.5885428510293,-58.3943489176994,POINT (-58.3943489176994 -34.5885428510293)
ROMARIO,RESTAURANTE,PIZZERIA,Comuna 2,Recoleta,-34.5945413962062,-58.3961411129021,POINT (-58.3961411129021 -34.5945413962062)
ROMARIO,RESTAURANTE,PIZZERIA,Comuna 14,Palermo,-34.5804706989541,-58.4117339331682,POINT (-58.4117339331682 -34.5804706989541)
RONDINELLA,RESTAURANTE,INTERNACIONAL,Comuna 15,Chacarita,-34.5831122186078,-58.44475383384,POINT (-58.44475383384 -34.5831122186078)
RONDIZ DE PALERMO,RESTAURANTE,MEDITERRANEA,Comuna 14,Palermo,-34.5834159668664,-58.4374961413453,POINT (-58.4374961413453 -34.5834159668664)
ROND POINT,RESTAURANTE,MINUTAS,Comuna 14,Palermo,-34.5804918647597,-58.3983028563718,POINT (-58.3983028563718 -34.5804918647597)
ROOF,RESTAURANTE,MEDITERRANEA,Comuna 14,Palermo,-34.5915172580776,-58.4192995919292,POINT (-58.4192995919292 -34.5915172580776)
ROSSO,RESTAURANTE,INTERNACIONAL,Comuna 2,Recoleta,-34.5927786436465,-58.3973734713601,POINT (-58.3973734713601 -34.5927786436465)
ROXY'S,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6027019584994,-58.3767218705295,POINT (-58.3767218705295 -34.6027019584994)
RUBIA RUBIA MORENA,RESTAURANTE,MINUTAS,Comuna 7,Flores,-34.6306762672397,-58.4690733830073,POINT (-58.4690733830073 -34.6306762672397)
RUCULA RESTO DECO BAR,RESTAURANTE,INTERNACIONAL,Comuna 1,Retiro,-34.5934053751172,-58.3857303924956,POINT (-58.3857303924956 -34.5934053751172)
RUISEAfaEUR~OR,BAR,TRADICIONAL,Comuna 14,Palermo,-34.5824918485503,-58.4089601556327,POINT (-58.4089601556327 -34.5824918485503)
RULO'S,RESTAURANTE,INTERNACIONAL,Comuna 13,Belgrano,-34.556318076272,-58.4445739138867,POINT (-58.4445739138867 -34.556318076272)
RUTA DEL ALBA,RESTAURANTE,MINUTAS,Comuna 2,Recoleta,-34.5873831011697,-58.4075124988782,POINT (-58.4075124988782 -34.5873831011697)
SABORES CASEROS,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6060529311112,-58.3764810889623,POINT (-58.3764810889623 -34.6060529311112)
SABOT,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.5990433106098,-58.3714687915222,POINT (-58.3714687915222 -34.5990433106098)
SABROSON,CAFE,TRADICIONAL,Comuna 15,Villa Ortuzar,-34.5783432794575,-58.4614063170985,POINT (-58.4614063170985 -34.5783432794575)
SABROSON,CAFE,TRADICIONAL,Comuna 15,Villa Ortuzar,-34.5783432794575,-58.4614063170985,POINT (-58.4614063170985 -34.5783432794575)
SACHA,RESTAURANTE,INTERNACIONAL,Comuna 14,Palermo,-34.5791409963043,-58.4366313559929,POINT (-58.4366313559929 -34.5791409963043)
SAFARI,RESTAURANTE,TRADICIONAL,Comuna 1,Retiro,-34.5922671829824,-58.3764192147925,POINT (-58.3764192147925 -34.5922671829824)
SAGRADO,RESTAURANTE,DE AUTOR,Comuna 14,Palermo,-34.5892205884565,-58.4274960313498,POINT (-58.4274960313498 -34.5892205884565)
SAHARA,RESTAURANTE,INTERNACIONAL,Comuna 2,Recoleta,-34.5889153542493,-58.3926690190733,POINT (-58.3926690190733 -34.5889153542493)
SAINT MARGARET,RESTAURANTE,SANDWICHERIA,Comuna 14,Palermo,-34.5837025924503,-58.4013225747289,POINT (-58.4013225747289 -34.5837025924503)
SALI DE LA CORNIZA,PUB,MINUTAS,Comuna 6,Caballito,-34.6287133010339,-58.4390705201386,POINT (-58.4390705201386 -34.6287133010339)
SALON DORADO S.A,RESTAURANTE,INTERNACIONAL,Comuna 9,Mataderos,-34.6547773167473,-58.5054130870281,POINT (-58.5054130870281 -34.6547773167473)
SALSA CRIOLLA,RESTAURANTE,PARRILLA,Comuna 15,Villa Crespo,-34.5949384779662,-58.440000159135,POINT (-58.440000159135 -34.5949384779662)
SALVAME MARIA,RESTAURANTE,FUSION,Comuna 13,Belgrano,-34.5593911792178,-58.4523369320498,POINT (-58.4523369320498 -34.5593911792178)
SAN ANTONIO,RESTAURANTE,MINUTAS,Comuna 4,Parque Patricios,-34.6353356282042,-58.3960896822994,POINT (-58.3960896822994 -34.6353356282042)
SAN ANTONIO,RESTAURANTE,PIZZERIA,Comuna 13,Colegiales,-34.57810549332,-58.4495999454666,POINT (-58.4495999454666 -34.57810549332)
SAN BABILA,RESTAURANTE,ITALIANA,Comuna 2,Recoleta,-34.5883948094289,-58.3914857539029,POINT (-58.3914857539029 -34.5883948094289)
SAN CAMILO,PUB,MINUTAS,Comuna 6,Caballito,-34.6066685458808,-58.4428459502952,POINT (-58.4428459502952 -34.6066685458808)
SAN CARLOS,RESTAURANTE,INTERNACIONAL,Comuna 6,Caballito,-34.6155162577603,-58.429974586522,POINT (-58.429974586522 -34.6155162577603)
SAN CARLOS,CAFE,INTERNACIONAL,Comuna 6,Caballito,-34.6155162577603,-58.429974586522,POINT (-58.429974586522 -34.6155162577603)
SAN CAYETANO,RESTAURANTE,MINUTAS,Comuna 13,Belgrano,-34.5624158953338,-58.4574120142413,POINT (-58.4574120142413 -34.5624158953338)
SAN CAYETANO,RESTAURANTE,PARRILLA,Comuna 2,Recoleta,-34.589264394963,-58.4082551976977,POINT (-58.4082551976977 -34.589264394963)
SAN CRISTOBAL,RESTAURANTE,MINUTAS,Comuna 3,San Cristobal,-34.6225613638979,-58.3915983203221,POINT (-58.3915983203221 -34.6225613638979)
SANDWICHERIA SAXO,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.5999101730622,-58.376595250061,POINT (-58.376595250061 -34.5999101730622)
SAN FRANCISCO,RESTAURANTE,MINUTAS,Comuna 9,Parque Avellaneda,-34.6456443533778,-58.4667581731328,POINT (-58.4667581731328 -34.6456443533778)
SAN GENNARO,RESTAURANTE,MINUTAS,Comuna 7,Parque Chacabuco,-34.6314962277088,-58.4540914048978,POINT (-58.4540914048978 -34.6314962277088)
SAN JOSE,RESTAURANTE,MINUTAS,Comuna 1,Constitucion,-34.6248078014018,-58.3859001100998,POINT (-58.3859001100998 -34.6248078014018)
SAN JOSE,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.605458855015,-58.3793101254,POINT (-58.3793101254 -34.605458855015)
SAN JOSE,RESTAURANTE,PARRILLA,Comuna 4,Nueva Pompeya,-34.6395789263118,-58.4196342697096,POINT (-58.4196342697096 -34.6395789263118)
SAN LORENZO,RESTAURANTE,MINUTAS,Comuna 7,Parque Chacabuco,-34.6347724187631,-58.4249942061951,POINT (-58.4249942061951 -34.6347724187631)
SAN MARTIN,BAR,MINUTAS,Comuna 2,Recoleta,-34.5979505487362,-58.4008160890605,POINT (-58.4008160890605 -34.5979505487362)
SAN MATEA,RESTAURANTE,PARRILLA,Comuna 1,San Nicolas,-34.5997642182807,-58.3767705211332,POINT (-58.3767705211332 -34.5997642182807)
SAN MIGUEL,RESTAURANTE,PARRILLA,Comuna 4,Barracas,-34.6397572887982,-58.3742842249047,POINT (-58.3742842249047 -34.6397572887982)
SAN MIGUEL,RESTAURANTE,MINUTAS,Comuna 4,Parque Patricios,-34.6299397945449,-58.4097125571197,POINT (-58.4097125571197 -34.6299397945449)
SAN MIGUEL,RESTAURANTE,MINUTAS,Comuna 15,Villa Crespo,-34.5947640037516,-58.4443001758785,POINT (-58.4443001758785 -34.5947640037516)
SAN NICOLAS,BAR,MINUTAS,Comuna 2,Recoleta,-34.599164497036,-58.3881986479383,POINT (-58.3881986479383 -34.599164497036)
SAN PEDRO,RESTAURANTE,MINUTAS,Comuna 10,Monte Castro,-34.6208887098843,-58.5079177909508,POINT (-58.5079177909508 -34.6208887098843)
SAN PEDRO,CAFE,MINUTAS,Comuna 1,Monserrat,-34.6100676498909,-58.3819413758871,POINT (-58.3819413758871 -34.6100676498909)
SANTA CATALINA,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.601748830016,-58.3739692249869,POINT (-58.3739692249869 -34.601748830016)
SANTA CLARA,RESTAURANTE,MINUTAS,Comuna 10,Velez Sarsfield,-34.634988594868,-58.4878384263928,POINT (-58.4878384263928 -34.634988594868)
SANTA CRUZ,RESTAURANTE,TRADICIONAL,Comuna 1,San Nicolas,-34.6086483643423,-58.3847055491159,POINT (-58.3847055491159 -34.6086483643423)
SANTA MARINA,RESTAURANTE,SANDWICHERIA,Comuna 1,San Nicolas,-34.6061686210316,-58.3850513752351,POINT (-58.3850513752351 -34.6061686210316)
SAN TELMO NAIF,BAR,MINUTAS,Comuna 1,San Telmo,-34.6219846838622,-58.3713579341891,POINT (-58.3713579341891 -34.6219846838622)
SAN TELMO PLAZA,RESTAURANTE,INTERNACIONAL,Comuna 1,San Telmo,-34.6198860325601,-58.3743461802556,POINT (-58.3743461802556 -34.6198860325601)
SANTINO,RESTAURANTE,ITALIANA,Comuna 14,Palermo,-34.5727396063572,-58.4300795088055,POINT (-58.4300795088055 -34.5727396063572)
SAN VILLANUEVA,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6049948937382,-58.3709951694604,POINT (-58.3709951694604 -34.6049948937382)
SAPORI,RESTAURANTE,ITALIANA,Comuna 1,San Nicolas,-34.5988769991565,-58.3742019942677,POINT (-58.3742019942677 -34.5988769991565)
SAPORO SUSHI,RESTAURANTE,SUSHI,Comuna 14,Palermo,-34.5869026224908,-58.4288126132922,POINT (-58.4288126132922 -34.5869026224908)
SARKIS,RESTAURANTE,ARABE,Comuna 15,Villa Crespo,-34.5913977872651,-58.4362156790276,POINT (-58.4362156790276 -34.5913977872651)
SCOBIO,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.5990082771807,-58.3786631174798,POINT (-58.3786631174798 -34.5990082771807)
SCUZI,RESTAURANTE,TRADICIONAL,Comuna 14,Palermo,-34.5807484736105,-58.4104828370222,POINT (-58.4104828370222 -34.5807484736105)
SCUZZI,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.598976338844,-58.3780496272276,POINT (-58.3780496272276 -34.598976338844)
SCUZZI,RESTAURANTE,INTERNACIONAL,Comuna 3,Balvanera,-34.6046922781812,-58.3923663529444,POINT (-58.3923663529444 -34.6046922781812)
SEGAFREDO ESPRESSO,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6066235089159,-58.3751174040861,POINT (-58.3751174040861 -34.6066235089159)
SEGISMUNDO CAFE & BAR,RESTAURANTE,MINUTAS,Comuna 3,Balvanera,-34.6058951526247,-58.393722685985,POINT (-58.393722685985 -34.6058951526247)
SEMETRIO,RESTAURANTE,MEDITERRANEA,Comuna 14,Palermo,-34.5832102974038,-58.4376022914549,POINT (-58.4376022914549 -34.5832102974038)
SENDAS,RESTAURANTE,MINUTAS,Comuna 2,Recoleta,-34.5909885578809,-58.4107334263224,POINT (-58.4107334263224 -34.5909885578809)
SEAfaEUR~OR TANGO,RESTAURANTE,INTERNACIONAL,Comuna 4,Barracas,-34.652691757287,-58.3757878632417,POINT (-58.3757878632417 -34.652691757287)
SENSU,RESTAURANTE,JAPONESA,Comuna 1,San Nicolas,-34.5988587131616,-58.3753621086916,POINT (-58.3753621086916 -34.5988587131616)
SETTO VOCE,RESTAURANTE,INTERNACIONAL,Comuna 2,Recoleta,-34.5860887487837,-58.3874733995473,POINT (-58.3874733995473 -34.5860887487837)
SEU CAFE,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6070358158765,-58.3780052620625,POINT (-58.3780052620625 -34.6070358158765)
SEVEN,RESTAURANTE,INTERNACIONAL,Comuna 14,Palermo,-34.583305135953,-58.4394317610567,POINT (-58.4394317610567 -34.583305135953)
S. F UN LUGAR,RESTAURANTE,MEDITERRANEA,Comuna 14,Palermo,-34.5910233648067,-58.4306781840601,POINT (-58.4306781840601 -34.5910233648067)
SHAKE,PUB,MINUTAS,Comuna 9,Mataderos,-34.659351760656,-58.5130303954747,POINT (-58.5130303954747 -34.659351760656)
SHI YUAN,RESTAURANTE,CHINA,Comuna 2,Recoleta,-34.5841391359215,-58.4002339710893,POINT (-58.4002339710893 -34.5841391359215)
SIGA LA VACA,RESTAURANTE,TENEDOR LIBRE,Comuna 1,Puerto Madero,-34.6190061122025,-58.3655720833491,POINT (-58.3655720833491 -34.6190061122025)
SIGI,RESTAURANTE,INTERNACIONAL,Comuna 14,Palermo,-34.5880255795676,-58.4142989135499,POINT (-58.4142989135499 -34.5880255795676)
SIGLO XXI,CAFE,MINUTAS,Comuna 6,Caballito,-34.6054812180076,-58.4597104236879,POINT (-58.4597104236879 -34.6054812180076)
SIMPSON,CAFE,MINUTAS,Comuna 2,Recoleta,-34.5967536012101,-58.387119516793,POINT (-58.387119516793 -34.5967536012101)
SINCLAIR,RESTAURANTE,ESPAA'OLA,Comuna 14,Palermo,-34.5740619906375,-58.4230333159895,POINT (-58.4230333159895 -34.5740619906375)
SIN PUDOR,RESTAURANTE,INTERNACIONAL,Comuna 13,Colegiales,-34.5695915832667,-58.4494606749956,POINT (-58.4494606749956 -34.5695915832667)
SIRELIS,CAFE,SANDWICHERIA,Comuna 14,Palermo,-34.5788816045184,-58.4338913832695,POINT (-58.4338913832695 -34.5788816045184)
SIR. HALEWYN,RESTAURANTE,INTERNACIONAL,Comuna 3,Balvanera,-34.5999367024279,-58.3999431806413,POINT (-58.3999431806413 -34.5999367024279)
SISSI,RESTAURANTE,ITALIANA,Comuna 7,Parque Chacabuco,-34.6344421097167,-58.447384363076,POINT (-58.447384363076 -34.6344421097167)
